number,title,file
0114,Filter; filter vessel; strainer,poster/0114-filter-filter-vessel-strainer.png
0126,Disk centrifuge; disk separator,poster/0126-disk-centrifuge-disk-separator.png
0129,Crusher,poster/0129-crusher.png
0130,Mill,poster/0130-mill.png
0131,"Agitator, general",poster/0131-agitator-general.png
0133,"Kneaded, general",poster/0133-kneaded-general.png
0134,Pump; liquid pump,poster/0134-pump-liquid-pump.png
0135,Centrifugal pump,poster/0135-centrifugal-pump.png
0137,Compressor; vacuum pump,poster/0137-compressor-vacuum-pump.png
0138,"Rotary compressor, liquid-ring type; vacuum pump, liquid-ring type",poster/0138-rotary-compressor-liquid-ring-type-vacuum-pump-liquid-ring-t.png
0141,Pallet,poster/0141-pallet.png
0142,Tank car,poster/0142-tank-car.png
0143,"Scale, general",poster/0143-scale-general.png
0144,Proportioned for solids,poster/0144-proportioned-for-solids.png
0147,Electric motor,poster/0147-electric-motor.png
0149,Pile,poster/0149-pile.png
0150,Dump,poster/0150-dump.png
0151,Headlamp levelling control,poster/0151-headlamp-levelling-control.png
0154,Shut-off valve with safety function,poster/0154-shut-off-valve-with-safety-function.png
0157,Drains trap,poster/0157-drains-trap.png
0159,Level,poster/0159-level.png
0160,Calibration,poster/0160-calibration.png
0161,Test barrier,poster/0161-test-barrier.png
0162,Raising,poster/0162-raising.png
0163,Raising in direction of cloth,poster/0163-raising-in-direction-of-cloth.png
0164,Raising against direction of cloth,poster/0164-raising-against-direction-of-cloth.png
0165,Beating process of fabrics,poster/0165-beating-process-of-fabrics.png
0166,Polishing process of fabrics,poster/0166-polishing-process-of-fabrics.png
0167,Adjustment of pile height,poster/0167-adjustment-of-pile-height.png
0168,Rotation of raising cylinder with direction of cloth,poster/0168-rotation-of-raising-cylinder-with-direction-of-cloth.png
0169,Rotation of raising cylinder against direction of cloth,poster/0169-rotation-of-raising-cylinder-against-direction-of-cloth.png
0170,Brushing by means of cross-brush,poster/0170-brushing-by-means-of-cross-brush.png
0171,Adjustment of cloth rest,poster/0171-adjustment-of-cloth-rest.png
0172,Rope uncurling,poster/0172-rope-uncurling.png
0173,Tighten chain; tighten belt,poster/0173-tighten-chain-tighten-belt.png
0174,Slacken chain; slacken belt,poster/0174-slacken-chain-slacken-belt.png
0175,Temperature control,poster/0175-temperature-control.png
0176,Level control,poster/0176-level-control.png
0177,Weft adjusting; stitch row straightening,poster/0177-weft-adjusting-stitch-row-straightening.png
0178,Weft control; stitch row control,poster/0178-weft-control-stitch-row-control.png
0179,Roller engaged,poster/0179-roller-engaged.png
0180,Roller disengaged,poster/0180-roller-disengaged.png
0181,Admixture,poster/0181-admixture.png
0182,Thermostat,poster/0182-thermostat.png
0183,Pressure gauge,poster/0183-pressure-gauge.png
0184,Roll on board,poster/0184-roll-on-board.png
0185,Spark coil-ignition element,poster/0185-spark-coil-ignition-element.png
0186,Cloth stack,poster/0186-cloth-stack.png
0187,Lifting of the plaiting table,poster/0187-lifting-of-the-plaiting-table.png
0188,Lowering of the plaiting table,poster/0188-lowering-of-the-plaiting-table.png
0189,Move the plaiting blade,poster/0189-move-the-plaiting-blade.png
0190,Reduction of the length of layer,poster/0190-reduction-of-the-length-of-layer.png
0191,Enlargement of the length of layer,poster/0191-enlargement-of-the-length-of-layer.png
0192,Marking fold protrusion,poster/0192-marking-fold-protrusion.png
0193,Stack height limit,poster/0193-stack-height-limit.png
0194,Rollers,poster/0194-rollers.png
0195,Disengagement of rollers,poster/0195-disengagement-of-rollers.png
0196,Release roller contact pressure,poster/0196-release-roller-contact-pressure.png
0197,Engage lower roller contact,poster/0197-engage-lower-roller-contact.png
0198,Engage upper roller contact,poster/0198-engage-upper-roller-contact.png
0199,Rollers with internal pressure,poster/0199-rollers-with-internal-pressure.png
0200,"Rollers with internal pressure, pressing/loading",poster/0200-rollers-with-internal-pressure-pressing-loading.png
0201,Ends of rollers,poster/0201-ends-of-rollers.png
0202,Pressure on left-hand ends of rollers,poster/0202-pressure-on-left-hand-ends-of-rollers.png
0203,Pressure on right-hand ends of rollers,poster/0203-pressure-on-right-hand-ends-of-rollers.png
0204,Compensation of dead- weight of upper roller,poster/0204-compensation-of-dead-weight-of-upper-roller.png
0205,Compensation of dead- weight of left-hand end of upper roller,poster/0205-compensation-of-dead-weight-of-left-hand-end-of-upper-roller.png
0206,Compensation of dead-weight of right-hand end of upper roller,poster/0206-compensation-of-dead-weight-of-right-hand-end-of-upper-rolle.png
0207,Lamination,poster/0207-lamination.png
0208,Winding side guide,poster/0208-winding-side-guide.png
0209,Guide-roller control,poster/0209-guide-roller-control.png
0210,Guide-roller forwards,poster/0210-guide-roller-forwards.png
0211,Guide-roller backwards,poster/0211-guide-roller-backwards.png
0212,Winding and cutting,poster/0212-winding-and-cutting.png
0213,Half-width winding,poster/0213-half-width-winding.png
0214,Cloth scray,poster/0214-cloth-scray.png
0215,Fill the cloth scray,poster/0215-fill-the-cloth-scray.png
0216,Empty the cloth scray,poster/0216-empty-the-cloth-scray.png
0217,Inspection table,poster/0217-inspection-table.png
0218,Raise inspection table,poster/0218-raise-inspection-table.png
0219,Lower inspection table,poster/0219-lower-inspection-table.png
0220,Cloth track temperature,poster/0220-cloth-track-temperature.png
0221,Cloth track humidity,poster/0221-cloth-track-humidity.png
0222,Rinse,poster/0222-rinse.png
0223,Cloth track speed compensation,poster/0223-cloth-track-speed-compensation.png
0224,Measure humidity,poster/0224-measure-humidity.png
0225,Cloth track steaming,poster/0225-cloth-track-steaming.png
0226,Cloth track entry,poster/0226-cloth-track-entry.png
0227,Cloth track exit,poster/0227-cloth-track-exit.png
0228,Disturbance,poster/0228-disturbance.png
0229,Conveyer belt,poster/0229-conveyer-belt.png
0230,Emission of heat by radiation,poster/0230-emission-of-heat-by-radiation.png
0231,Pneumatic energy,poster/0231-pneumatic-energy.png
0232,Electric energy,poster/0232-electric-energy.png
0233,Pressure measurement,poster/0233-pressure-measurement.png
0234,Valve; shut-off element,poster/0234-valve-shut-off-element.png
0235,Embossing,poster/0235-embossing.png
0236,Flanged bobbing; beam,poster/0236-flanged-bobbing-beam.png
0237,Unleaded fuel,poster/0237-unleaded-fuel.png
0238,Parking brake,poster/0238-parking-brake.png
0239,Brake failure; brake system malfunction,poster/0239-brake-failure-brake-system-malfunction.png
0240,Parking lights,poster/0240-parking-lights.png
0241,Bonnet; hood,poster/0241-bonnet-hood.png
0242,Boot; trunk,poster/0242-boot-trunk.png
0243,Choke; cold starting aid,poster/0243-choke-cold-starting-aid.png
0244,Signal horn,poster/0244-signal-horn.png
0245,Fuel,poster/0245-fuel.png
0246,Engine coolant temperature,poster/0246-engine-coolant-temperature.png
0247,Battery charging,poster/0247-battery-charging.png
0248,Engine oil,poster/0248-engine-oil.png
0249,Seat belt,poster/0249-seat-belt.png
0250,Headlamp cleaner,poster/0250-headlamp-cleaner.png
0251,Functional arrow; group select,poster/0251-functional-arrow-group-select.png
0252,Interrupted rectilinear motion,poster/0252-interrupted-rectilinear-motion.png
0253,Incremental rectilinear motion,poster/0253-incremental-rectilinear-motion.png
0254,Rectilinear repeated positioning,poster/0254-rectilinear-repeated-positioning.png
0255,Single limited rectilinear motion and return,poster/0255-single-limited-rectilinear-motion-and-return.png
0256,"Overtravel, rectilinear",poster/0256-overtravel-rectilinear.png
0257,Limited rectilinear motion with temporary delay before return,poster/0257-limited-rectilinear-motion-with-temporary-delay-before-retur.png
0258,Clockwise rotation,poster/0258-clockwise-rotation.png
0259,Feed,poster/0259-feed.png
0260,Longitudinal feed,poster/0260-longitudinal-feed.png
0261,Transverse feed,poster/0261-transverse-feed.png
0262,Vertical feed,poster/0262-vertical-feed.png
0263,Feed per revolution,poster/0263-feed-per-revolution.png
0264,Feed per stroke,poster/0264-feed-per-stroke.png
0265,"Feed per minute, feed range",poster/0265-feed-per-minute-feed-range.png
0266,Rapid traverse,poster/0266-rapid-traverse.png
0267,Spindle,poster/0267-spindle.png
0268,"Spindle, drilling",poster/0268-spindle-drilling.png
0269,"Spindle, milling",poster/0269-spindle-milling.png
0270,"Spindle, grinding",poster/0270-spindle-grinding.png
0271,"Spindle, tapping",poster/0271-spindle-tapping.png
0272,Quill,poster/0272-quill.png
0273,Interchange,poster/0273-interchange.png
0274,Chuck,poster/0274-chuck.png
0275,Faceplate,poster/0275-faceplate.png
0276,Colette,poster/0276-colette.png
0277,Work head; spindle head,poster/0277-work-head-spindle-head.png
0278,Tailstock,poster/0278-tailstock.png
0279,Turret,poster/0279-turret.png
0280,Press slide,poster/0280-press-slide.png
0281,Grinding radius attachment,poster/0281-grinding-radius-attachment.png
0282,"Work table, rectangular",poster/0282-work-table-rectangular.png
0283,"Magnetic plate, rectangular",poster/0283-magnetic-plate-rectangular.png
0284,Work table; round,poster/0284-work-table-round.png
0285,Magnetic plate; round,poster/0285-magnetic-plate-round.png
0286,Rotary tools,poster/0286-rotary-tools.png
0287,"Stationary, single-point tools",poster/0287-stationary-single-point-tools.png
0288,Milling cutter,poster/0288-milling-cutter.png
0289,Circular saw,poster/0289-circular-saw.png
0290,Drill,poster/0290-drill.png
0291,Reamer,poster/0291-reamer.png
0292,Tap,poster/0292-tap.png
0293,"Cutter block, without blades",poster/0293-cutter-block-without-blades.png
0294,"Cutter block, with blades",poster/0294-cutter-block-with-blades.png
0295,Grinding/abrasive wheel,poster/0295-grinding-abrasive-wheel.png
0296,"Centreless grinding, abrasive wheel",poster/0296-centreless-grinding-abrasive-wheel.png
0297,"Centreless grinding, regulating or feed wheel",poster/0297-centreless-grinding-regulating-or-feed-wheel.png
0298,Abrasive disc,poster/0298-abrasive-disc.png
0299,Abrasive band,poster/0299-abrasive-band.png
0300,Single-point truing/dressing tool,poster/0300-single-point-truing-dressing-tool.png
0301,Internal broach,poster/0301-internal-broach.png
0302,External broach,poster/0302-external-broach.png
0303,Linear saw,poster/0303-linear-saw.png
0304,Chain saw,poster/0304-chain-saw.png
0305,Press tool; die set,poster/0305-press-tool-die-set.png
0306,Polishing wheel,poster/0306-polishing-wheel.png
0307,Rotary brush,poster/0307-rotary-brush.png
0308,"Tool-magazine, turret type",poster/0308-tool-magazine-turret-type.png
0309,"Tool-magazine, chain type",poster/0309-tool-magazine-chain-type.png
0310,Tracer template,poster/0310-tracer-template.png
0311,Chain,poster/0311-chain.png
0312,Scraping; coating; spreading,poster/0312-scraping-coating-spreading.png
0313,Chips; swarf,poster/0313-chips-swarf.png
0314,Safety device (mechanical) against overload,poster/0314-safety-device-mechanical-against-overload.png
0315,Workpiece; product,poster/0315-workpiece-product.png
0316,Blow-moulded product,poster/0316-blow-moulded-product.png
0317,Compression-moulded product,poster/0317-compression-moulded-product.png
0318,Injection-moulded product,poster/0318-injection-moulded-product.png
0319,Flow-moulded product,poster/0319-flow-moulded-product.png
0320,Preform for blow moulding,poster/0320-preform-for-blow-moulding.png
0321,Workpiece [product] holder [fixture],poster/0321-workpiece-product-holder-fixture.png
0322,Workpiece [product] gripping device,poster/0322-workpiece-product-gripping-device.png
0323,Stretcher bars for plastics moulding,poster/0323-stretcher-bars-for-plastics-moulding.png
0324,Sheet stacking,poster/0324-sheet-stacking.png
0325,Haul off for plastics moulding,poster/0325-haul-off-for-plastics-moulding.png
0326,Hand wheel,poster/0326-hand-wheel.png
0327,Lever,poster/0327-lever.png
0328,Half-nut,poster/0328-half-nut.png
0329,Back stop [gauge] for guillotines,poster/0329-back-stop-gauge-for-guillotines.png
0330,Broach puller,poster/0330-broach-puller.png
0331,Broach retriever,poster/0331-broach-retriever.png
0332,Blow moulding die,poster/0332-blow-moulding-die.png
0333,Blow needle,poster/0333-blow-needle.png
0334,Blow mandrel,poster/0334-blow-mandrel.png
0335,Compression mould,poster/0335-compression-mould.png
0336,Injection mould,poster/0336-injection-mould.png
0337,Plasticizing unit,poster/0337-plasticizing-unit.png
0338,Plasticizing cylinder,poster/0338-plasticizing-cylinder.png
0339,Plasticizing cylinder with plunger,poster/0339-plasticizing-cylinder-with-plunger.png
0340,Plasticizing cylinder with screw,poster/0340-plasticizing-cylinder-with-screw.png
0341,"Extrusion die, general",poster/0341-extrusion-die-general.png
0342,"Extrusion die, multiple strand die",poster/0342-extrusion-die-multiple-strand-die.png
0343,"Extrusion die, sheet die",poster/0343-extrusion-die-sheet-die.png
0344,"Extrusion die, tube die",poster/0344-extrusion-die-tube-die.png
0345,"Extrusion die, tubular film die",poster/0345-extrusion-die-tubular-film-die.png
0346,"Extrusion die, cable covering die",poster/0346-extrusion-die-cable-covering-die.png
0347,"Plastics moulding, accumulator with ejector",poster/0347-plastics-moulding-accumulator-with-ejector.png
0348,"Plastics moulding, external sizing unit",poster/0348-plastics-moulding-external-sizing-unit.png
0349,"Plastics moulding, nip roll assembly with collapsing boards",poster/0349-plastics-moulding-nip-roll-assembly-with-collapsing-boards.png
0350,"Plastics moulding, corrugating device",poster/0350-plastics-moulding-corrugating-device.png
0351,Strip feed rollers,poster/0351-strip-feed-rollers.png
0352,,poster/0352-untitled.png
0353,,poster/0353-untitled.png
0354,,poster/0354-untitled.png
0355,,poster/0355-untitled.png
0356,,poster/0356-untitled.png
0359,,poster/0359-untitled.png
0360,,poster/0360-untitled.png
0361,,poster/0361-untitled.png
0362,Scraper,poster/0362-scraper.png
0363,Pilot flame,poster/0363-pilot-flame.png
0364,Working flame,poster/0364-working-flame.png
0365,Turning,poster/0365-turning.png
0366,Boring,poster/0366-boring.png
0367,Planing,poster/0367-planing.png
0368,Shaping,poster/0368-shaping.png
0369,Slotting,poster/0369-slotting.png
0370,Drilling,poster/0370-drilling.png
0371,Milling,poster/0371-milling.png
0372,Conventional milling; up cut milling,poster/0372-conventional-milling-up-cut-milling.png
0373,Climb milling; down cut milling,poster/0373-climb-milling-down-cut-milling.png
0374,Grinding,poster/0374-grinding.png
0375,External cylindrical grinding,poster/0375-external-cylindrical-grinding.png
0376,Internal cylindrical grinding,poster/0376-internal-cylindrical-grinding.png
0377,Plunge cut grinding,poster/0377-plunge-cut-grinding.png
0378,Face grinding,poster/0378-face-grinding.png
0379,Internal honing,poster/0379-internal-honing.png
0380,External honing,poster/0380-external-honing.png
0381,Lapping,poster/0381-lapping.png
0382,Threading,poster/0382-threading.png
0383,Reaming,poster/0383-reaming.png
0384,Tapping,poster/0384-tapping.png
0385,External broaching,poster/0385-external-broaching.png
0386,Internal broaching,poster/0386-internal-broaching.png
0387,Shearing; cutting; guillotining,poster/0387-shearing-cutting-guillotining.png
0388,Rolling,poster/0388-rolling.png
0389,Rolling,poster/0389-rolling.png
0390,Bending; folding,poster/0390-bending-folding.png
0391,Lubricating oil,poster/0391-lubricating-oil.png
0392,Face truing [dressing] by single-point tool,poster/0392-face-truing-dressing-by-single-point-tool.png
0393,Straight truing [dressing] by single-point tool,poster/0393-straight-truing-dressing-by-single-point-tool.png
0394,Crush dressing,poster/0394-crush-dressing.png
0395,Rotary diamond truing,poster/0395-rotary-diamond-truing.png
0397,Load workpiece [product],poster/0397-load-workpiece-product.png
0398,Unload workpiece [product],poster/0398-unload-workpiece-product.png
0399,Engage tracer,poster/0399-engage-tracer.png
0400,Disengage tracer,poster/0400-disengage-tracer.png
0401,Rotary tool retension,poster/0401-rotary-tool-retension.png
0402,Rotary tool release,poster/0402-rotary-tool-release.png
0403,Close half-nut,poster/0403-close-half-nut.png
0404,Open half-nut,poster/0404-open-half-nut.png
0405,Pressure cushion decompressed,poster/0405-pressure-cushion-decompressed.png
0406,Pressure cushion gripping,poster/0406-pressure-cushion-gripping.png
0407,"Engage bottom roll, 4",poster/0407-engage-bottom-roll-4.png
0408,"Engage upper roll, 3",poster/0408-engage-upper-roll-3.png
0409,"Engage bottom rolls, 3",poster/0409-engage-bottom-rolls-3.png
0410,Folding beam up,poster/0410-folding-beam-up.png
0411,Folding beam down,poster/0411-folding-beam-down.png
0412,Oriented spindle stop,poster/0412-oriented-spindle-stop.png
0413,Material [bar feed] to stop position,poster/0413-material-bar-feed-to-stop-position.png
0414,Cores in moulding position,poster/0414-cores-in-moulding-position.png
0415,Cores disengaged from moulding position,poster/0415-cores-disengaged-from-moulding-position.png
0416,Regulation of wall thickness of preform,poster/0416-regulation-of-wall-thickness-of-preform.png
0417,Change drain and refill,poster/0417-change-drain-and-refill.png
0419,"Refer to instruction book, information; reading- room; library",poster/0419-refer-to-instruction-book-information-reading-room-library.png
0420,Refer to electrical instruction book (information),poster/0420-refer-to-electrical-instruction-book-information.png
0421,Examine; check,poster/0421-examine-check.png
0422,Ready (finished); acknowledgement,poster/0422-ready-finished-acknowledgement.png
0423,Manual cleaning,poster/0423-manual-cleaning.png
0424,Automatic cleaning,poster/0424-automatic-cleaning.png
0425,Double tool change arm,poster/0425-double-tool-change-arm.png
0426,One cycle,poster/0426-one-cycle.png
0427,Interruption of automatic cycle and return to start position,poster/0427-interruption-of-automatic-cycle-and-return-to-start-position.png
0428,Subcycle,poster/0428-subcycle.png
0429,Single tool change arm,poster/0429-single-tool-change-arm.png
0430,Weight,poster/0430-weight.png
0431,Interrupted rotation,poster/0431-interrupted-rotation.png
0432,Above working temperature range,poster/0432-above-working-temperature-range.png
0433,Below working temperature range,poster/0433-below-working-temperature-range.png
0435,Assistance; query,poster/0435-assistance-query.png
0436,Rotary repeated positioning,poster/0436-rotary-repeated-positioning.png
0437,Relative motion out,poster/0437-relative-motion-out.png
0438,Relative motion in,poster/0438-relative-motion-in.png
0439,Dimensional arrow,poster/0439-dimensional-arrow.png
0440,"Direction of continuous rotation, three-dimensional presentation",poster/0440-direction-of-continuous-rotation-three-dimensional-presentat.png
0441,Compound slide,poster/0441-compound-slide.png
0442,Steady rest,poster/0442-steady-rest.png
0443,"Workpiece separation, sequencing",poster/0443-workpiece-separation-sequencing.png
0444,"Workpiece, stop engage",poster/0444-workpiece-stop-engage.png
0445,"Workpiece, stop disengage",poster/0445-workpiece-stop-disengage.png
0446,"Workpiece, direction selector, close",poster/0446-workpiece-direction-selector-close.png
0447,"Workpiece, direction selector, open",poster/0447-workpiece-direction-selector-open.png
0448,"Workpiece, centring",poster/0448-workpiece-centring.png
0449,"Lock longitudinal, gripping centre points",poster/0449-lock-longitudinal-gripping-centre-points.png
0450,Chuck jaws in changing position,poster/0450-chuck-jaws-in-changing-position.png
0451,Welding torch carriage,poster/0451-welding-torch-carriage.png
0452,Gas supply,poster/0452-gas-supply.png
0453,Workpiece connection,poster/0453-workpiece-connection.png
0454,Dropping voltage,poster/0454-dropping-voltage.png
0455,Substantially level voltage characteristic,poster/0455-substantially-level-voltage-characteristic.png
0456,Position lights; side lights,poster/0456-position-lights-side-lights.png
0457,Combustion preheat; engine start aid,poster/0457-combustion-preheat-engine-start-aid.png
0458,Current slope increasing,poster/0458-current-slope-increasing.png
0459,"Welding, general",poster/0459-welding-general.png
0460,Manual metal arc welding,poster/0460-manual-metal-arc-welding.png
0461,MIG/MAG welding,poster/0461-mig-mag-welding.png
0462,TIG welding,poster/0462-tig-welding.png
0463,Manual metal arc welding electrode holder,poster/0463-manual-metal-arc-welding-electrode-holder.png
0464,MIG/MAG torch,poster/0464-mig-mag-torch.png
0465,TIG torch,poster/0465-tig-torch.png
0466,"Hopper (powder, flux)",poster/0466-hopper-powder-flux.png
0467,,poster/0467-untitled.png
0475,Arc ignition by contact,poster/0475-arc-ignition-by-contact.png
0476,Arc ignition by high frequency,poster/0476-arc-ignition-by-high-frequency.png
0477,Plasma torch,poster/0477-plasma-torch.png
0478,Plasma welding,poster/0478-plasma-welding.png
0479,Plasma cutting,poster/0479-plasma-cutting.png
0480,Plasma gas,poster/0480-plasma-gas.png
0481,Plasma shielding gas,poster/0481-plasma-shielding-gas.png
0482,"Plasma torch connection to electrode, negative supply",poster/0482-plasma-torch-connection-to-electrode-negative-supply.png
0483,"Plasma torch connection to nozzle, positive supply",poster/0483-plasma-torch-connection-to-nozzle-positive-supply.png
0484,Punch,poster/0484-punch.png
0485,Punching,poster/0485-punching.png
0486,Document to be filmed,poster/0486-document-to-be-filmed.png
0487,Document not to be filmed,poster/0487-document-not-to-be-filmed.png
0488,Original in colour,poster/0488-original-in-colour.png
0489,Microform of first generation in colour,poster/0489-microform-of-first-generation-in-colour.png
0490,Continuation on another reel,poster/0490-continuation-on-another-reel.png
0491,Continuation of another reel,poster/0491-continuation-of-another-reel.png
0492,Ignition,poster/0492-ignition.png
0493,Co-ordinate tracing,poster/0493-co-ordinate-tracing.png
0494,Powder paint marking,poster/0494-powder-paint-marking.png
0495,Bulbous bow,poster/0495-bulbous-bow.png
0496,Side thruster,poster/0496-side-thruster.png
0497,«One-star» compartment,poster/0497-one-star-compartment.png
0498,«Two-star» compartment,poster/0498-two-star-compartment.png
0499,«Three-star» compartment,poster/0499-three-star-compartment.png
0500,Frozen food storage compartment,poster/0500-frozen-food-storage-compartment.png
0501,Adjust tension of material (cloth or yarn),poster/0501-adjust-tension-of-material-cloth-or-yarn.png
0502,"Variation of material (cloth or yarn) tension, with initial position",poster/0502-variation-of-material-cloth-or-yarn-tension-with-initial-pos.png
0503,Symmetrical course,poster/0503-symmetrical-course.png
0504,Cooling of the fabric web,poster/0504-cooling-of-the-fabric-web.png
0505,Relative humidity; moisture content,poster/0505-relative-humidity-moisture-content.png
0506,Do not actuate during operation,poster/0506-do-not-actuate-during-operation.png
0507,Actuate only during operation,poster/0507-actuate-only-during-operation.png
0508,Count the layers,poster/0508-count-the-layers.png
0509,Pressing by rollers,poster/0509-pressing-by-rollers.png
0510,"Shut-off valve, straight",poster/0510-shut-off-valve-straight.png
0511,Steam energy,poster/0511-steam-energy.png
0512,Stretching unit,poster/0512-stretching-unit.png
0513,Spinning nozzle,poster/0513-spinning-nozzle.png
0514,Central position,poster/0514-central-position.png
0515,Output convection,poster/0515-output-convection.png
0516,Not suitable for use with anaesthetic agents,poster/0516-not-suitable-for-use-with-anaesthetic-agents.png
0517,Key switch; key fastener,poster/0517-key-switch-key-fastener.png
0518,Counting,poster/0518-counting.png
0519,Punch marking,poster/0519-punch-marking.png
0520,"Punch marking, single/intermittent/continuous",poster/0520-punch-marking-single-intermittent-continuous.png
0521,Movement in direction of arrow from a point of origin,poster/0521-movement-in-direction-of-arrow-from-a-point-of-origin.png
0522,Mechanical energy,poster/0522-mechanical-energy.png
0523,Heat energy,poster/0523-heat-energy.png
0524,Water energy,poster/0524-water-energy.png
0525,Hydraulic energy,poster/0525-hydraulic-energy.png
0526,Kerf,poster/0526-kerf.png
0527,Reduced run; reduced speed,poster/0527-reduced-run-reduced-speed.png
0528,Much reduced run; much reduced speed,poster/0528-much-reduced-run-much-reduced-speed.png
0529,Smoothing; crushing; rolling,poster/0529-smoothing-crushing-rolling.png
0530,Steam,poster/0530-steam.png
0533,Upper limit of temperature,poster/0533-upper-limit-of-temperature.png
0534,Lower limit of temperature,poster/0534-lower-limit-of-temperature.png
0535,Transfer of heat in general,poster/0535-transfer-of-heat-in-general.png
0536,Water; fluid,poster/0536-water-fluid.png
0537,Air,poster/0537-air.png
0538,"Cutting, general",poster/0538-cutting-general.png
0539,Reversal of sequence,poster/0539-reversal-of-sequence.png
0540,Zero-point adjustment,poster/0540-zero-point-adjustment.png
0541,Variability with a preset starting point,poster/0541-variability-with-a-preset-starting-point.png
0542,Lifting point; central support,poster/0542-lifting-point-central-support.png
0543,Air cooling,poster/0543-air-cooling.png
0544,Water cooling,poster/0544-water-cooling.png
0545,Chill roll,poster/0545-chill-roll.png
0546,Heating roll,poster/0546-heating-roll.png
0547,Synchronization of speeds (e.g. normal and fast speed),poster/0547-synchronization-of-speeds-e-g-normal-and-fast-speed.png
0548,Pressure control,poster/0548-pressure-control.png
0549,Rotational speed control,poster/0549-rotational-speed-control.png
0550,Safety cover,poster/0550-safety-cover.png
0551,Pressure rollers,poster/0551-pressure-rollers.png
0552,Transverse cutting,poster/0552-transverse-cutting.png
0553,Longitudinal cutting,poster/0553-longitudinal-cutting.png
0554,De-ionization; static discharge,poster/0554-de-ionization-static-discharge.png
0555,Ionization; static charging,poster/0555-ionization-static-charging.png
0556,Winding with tangential drive,poster/0556-winding-with-tangential-drive.png
0557,Winding with direct drive,poster/0557-winding-with-direct-drive.png
0558,Winding with tangential and direct drive,poster/0558-winding-with-tangential-and-direct-drive.png
0559,Cooling control,poster/0559-cooling-control.png
0560,Depositing roller,poster/0560-depositing-roller.png
0561,Gusset seal off,poster/0561-gusset-seal-off.png
0562,Gusset seal on,poster/0562-gusset-seal-on.png
0563,Immersion roller; wash roller,poster/0563-immersion-roller-wash-roller.png
0564,"Pressure rollers, one roller with internal pressure",poster/0564-pressure-rollers-one-roller-with-internal-pressure.png
0565,Movement of one unit in two directions,poster/0565-movement-of-one-unit-in-two-directions.png
0566,Roller; cylinder,poster/0566-roller-cylinder.png
0567,Fold retainer,poster/0567-fold-retainer.png
0568,Machines in combined operation,poster/0568-machines-in-combined-operation.png
0569,Machine in separate operation,poster/0569-machine-in-separate-operation.png
0570,Brushing against fabric run direction,poster/0570-brushing-against-fabric-run-direction.png
0571,Brushing with fabric run direction,poster/0571-brushing-with-fabric-run-direction.png
0572,"Seam, general",poster/0572-seam-general.png
0573,Multiple seams,poster/0573-multiple-seams.png
0574,Adjust shearing unit,poster/0574-adjust-shearing-unit.png
0575,Adjust shearing roller to the ledger blade,poster/0575-adjust-shearing-roller-to-the-ledger-blade.png
0576,Engage and disengage shearing roller against inferior knife,poster/0576-engage-and-disengage-shearing-roller-against-inferior-knife.png
0577,Adjust shearing roller,poster/0577-adjust-shearing-roller.png
0578,"Raising of pile, general",poster/0578-raising-of-pile-general.png
0579,Disengage pile-raising roller,poster/0579-disengage-pile-raising-roller.png
0580,Engage pile-raising roller,poster/0580-engage-pile-raising-roller.png
0582,Processing tank,poster/0582-processing-tank.png
0583,Storage tank; preparation tank,poster/0583-storage-tank-preparation-tank.png
0584,Outward flow of heat carrier,poster/0584-outward-flow-of-heat-carrier.png
0585,Return flow of heat carrier,poster/0585-return-flow-of-heat-carrier.png
0586,Present switching for temperature increase,poster/0586-present-switching-for-temperature-increase.png
0587,Adjustment of tank to fabric centre,poster/0587-adjustment-of-tank-to-fabric-centre.png
0588,Feeler; sensor,poster/0588-feeler-sensor.png
0589,Moisture control,poster/0589-moisture-control.png
0590,Swivel device for reeling/winding,poster/0590-swivel-device-for-reeling-winding.png
0591,Selvedge lifting,poster/0591-selvedge-lifting.png
0592,Change of rotational speed,poster/0592-change-of-rotational-speed.png
0593,Loop blowing device,poster/0593-loop-blowing-device.png
0594,Steam blowing device,poster/0594-steam-blowing-device.png
0595,Circulation compressor,poster/0595-circulation-compressor.png
0596,Bleeding,poster/0596-bleeding.png
0597,Adjust arc of contact,poster/0597-adjust-arc-of-contact.png
0598,Reduce arc of contact,poster/0598-reduce-arc-of-contact.png
0599,Increase arc of contact,poster/0599-increase-arc-of-contact.png
0600,Adjustment of lower limit of compensator,poster/0600-adjustment-of-lower-limit-of-compensator.png
0601,Adjustment of upper limit of compensator,poster/0601-adjustment-of-upper-limit-of-compensator.png
0602,Loop compartment,poster/0602-loop-compartment.png
0603,Single-width fabric,poster/0603-single-width-fabric.png
0604,Multi-width fabric,poster/0604-multi-width-fabric.png
0605,Wound fabric,poster/0605-wound-fabric.png
0606,Heater plate,poster/0606-heater-plate.png
0607,Fabric out of contact with heater plate,poster/0607-fabric-out-of-contact-with-heater-plate.png
0608,Fabric in contact with heater plate,poster/0608-fabric-in-contact-with-heater-plate.png
0609,Heating of chamber,poster/0609-heating-of-chamber.png
0610,Double plaiting,poster/0610-double-plaiting.png
0611,Pattern brushing,poster/0611-pattern-brushing.png
0612,Setting of roughing depth,poster/0612-setting-of-roughing-depth.png
0613,Knife shaft,poster/0613-knife-shaft.png
0614,Disengage brushing roller,poster/0614-disengage-brushing-roller.png
